"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228"
"EHI01652",0,0.01152465,0.05745562,0.00037627108,0.0022681288,0,0.030335207,0.0074960166,0.09192191,0.011671155,0,0.0010045323,0.00019014628,0,0,0,0.00016104286,8.0473634e-05,0.09954062,0.08475915,0,0.00022140023,0.00014802054,3.38145e-05,0.0027326213,0.000118793374,4.7348567e-05,0.00012696446,0,6.197225e-05,0.0002719777,0.00031906253,0,0.025533492,0,0.0015540374,0,0.0073863203,0.004467831,0,0.00045433873,0,0,0.0019965032,0.64636385,0.022329317,7.693491e-05,6.5808235e-05,0.009035297,0.0035513812,0.12753356,0,0.0001931544,0.00089996913,0.0031141506,0.001139995,0.0010547591,0.0005512871,0.00019357244,0.00025551935,0,0,0.04339067,0,0,0.0025892397,0.00065389136,0,0.00029198665,0.0052389074,0,0.00068363437,0.023043506,0.00026210822,0.0014830759,0.0020351203,0,0.025623508,0.12306195,0,0,0.014604349,4.758992e-05,0.0015463757,0,0.0026980839,0.009789954,0,0,6.385601e-05,0,0,0,0,0.025344225,0.00068662065,0.0001973503,0.0004997092,0,0.00084736064,0,7.301011e-05,0,0,0,0,0,0.00013262623,0,0.00028762477,0,0,0,0.00022626211,0,0.00020827483,0,0.0005375961,0,0,0.00056224124,0,0.00034803431,0.0002140835,0.0002474984,4.8120717e-05,0,0,6.9605114e-05,0.0027693608,0.00028710373,0,0,3.6783444e-05,0.018238889,0.0012530655,0.00097589236,0,0.000695635,0,0,0.0013754546,0,3.677909e-05,0.00013637883,6.99027e-05,0.0004905133,0,2.6032541e-05,3.9459548e-05,0,0.00055502314,0,0.00035989718,0.0019166771,0,0.022607073,0,8.4929154e-05,0.019053414,0,0.00032885,0,0.0007405866,0,0,0.00034859532,0.014488629,0,0,0,2.9040179e-05,0.00013367094,4.9693517e-05,0.024576003,0,0,0.00043464577,0,0.00016594137,0.0009199606,0,0,0,0,0,0.0008774058,0.00022049858,0,0.001608401,0,7.685009e-05,0,0,0,0.014433701,0.009471327,0.5761498,0.0014128006,0.0037896528,0,0,0,0.002810622,0.027564567,0,0,0.00059664686,0.0017735378,0.017209567,0.0014536493,0,6.798959e-05,0.7126891,0.071942694,0.022994842,0.0002517571,0.11373539,0.13304661,0.81778556,0.09358335,0.0017154487,0.0025521347,0.004358383,0.0011110695,0.24545424,0.0016442335,0.0056770607
"EHI01107",0,0.2386348,0.40204895,0.0003196815,0.050080284,0,0,0.18059781,0.021123325,0.008286879,0,0.034697633,0,0,0,0,0.00182146,4.5299726e-05,0.021490688,0.8013772,0,9.431358e-05,4.611916e-05,3.266173e-05,0.00048993545,0,4.6764017e-05,0,0,0.00020789272,0.00019633649,7.466063e-05,4.445477e-05,0.0018672922,0,4.619612e-05,0,0.003981468,0.13947287,0,0.00037292542,0.00025018453,5.1148047e-05,0,0.11687326,0.00253159,0,0,0.0052267513,0.0007571226,0.0635386,0,0.0001555966,0.0003078984,0.0007239222,0.0007345808,0.0008221002,0.008912949,0.00020888133,0.00015780938,9.2001545e-05,0,0.0063837436,8.630267e-05,0,0.017810786,0.0006510375,0,0.00019509131,0.0023286662,0,0.0003614553,0.008481323,0.00067932636,0.024913989,0.01807217,0,0.0869317,0.025994493,0,0,0.0029076796,0,0.0007114048,0,0.112507135,0.005326056,0,0,0.00049726164,0,0,0,0,0.002462222,0.00036497237,7.8106976e-05,0.00010498092,0,0.00071972125,0,0,0,0,0,0,0,0,0,0.00051278947,0,0.00013046469,0,3.8290513e-05,0,0.0001060608,0,0,0,0,0.0011160278,0,0.00018628122,4.5368688e-05,0.0011303277,0,0,0,0,0.00024067446,0,0,0,0,0.0075152875,0.0013210614,0.00056757743,0,0.000668321,0,0,0.00022513223,0,0,6.199038e-05,2.7626218e-05,0.00038107607,0,0.00014651648,7.8297686e-05,0,0.00018897021,7.7111894e-05,0.0057836333,0.00037616715,0.00017423286,0.0020511537,0,0.00038897552,0.0032839861,0,0.0048429747,0,0,0,0,0.0003251238,0.0020784836,0,0,0,0,0.00013367094,6.657056e-05,0.04547481,0,0,0.00041287657,0,0.00013719164,0.0011004562,0,0,0.00020763592,0,0,8.069336e-05,0,3.6356007e-05,0.0004948926,0,0,0,0,0,0.0034727484,0.0030201154,0.8914004,0.00046878317,0.17769673,0,0,0,0.00070452463,0.0007172845,0,0,0.00013886273,0.0009601856,0.021517238,0.00088657386,0,0,0.014005538,0.0026901718,0.0070269513,0,0.046386,0.026494388,0.21909654,0.6670182,0.0028207419,5.37618e-05,0.0018031149,0.00057430036,0.00080756453,0.0028841596,0.7199147
"EHI01638",8.0391925e-05,0.26891693,0.04803232,0.017656447,0.043145448,0,0.048601076,0.20699757,0.002683173,0.17320018,1.5933956e-05,0.0004243125,0.0056300242,0.00065097713,0.0007819145,0.001591002,0.0017498854,8.5270076e-05,0.57062083,0.9405676,0,0.00013910343,0.0012223774,0.00023977553,0.2508895,0.0043808357,0.00044835,0.002551139,0.0014741457,0.00091068435,0.0021018337,0.0008621069,0.0009078791,0.006523074,0,0.2294629,0.001002656,0.04363662,0.10441449,0.006846846,0.0056359014,0.18682939,0.0015840852,0.0015675979,0.98981625,0.026201569,0.00081824843,0.00045212696,0.36216918,0.358118,0.9377943,0.00065689173,0.00076939835,0.002898343,0.06635668,0.0045698984,0.0015067988,0.00016126569,0.0006120155,0.0007824553,0.000113837355,6.184292e-05,0.29137486,0.0004320887,0,0.010278487,0.0006460432,0.0007147377,0.0029832711,0.16834553,0.0004158765,0.013297571,0.0014365485,0.0057265386,0.0725649,0.012854565,0,0.029895848,0.00022349763,9.571907e-05,0,0.03865939,0.0012000125,0.18404749,3.2556407e-05,0.0655213,0.03351505,0.00015233026,0,0.06201301,0.009286148,0.00037182312,0.00012839612,0,0.16792631,0.16192366,0.001595986,0.0066033,0.00017314858,0.00091488595,0.0003007376,0.00016597632,8.525452e-05,0,0,0,0.00011797438,0.009288257,0.0004132923,0.0012044769,0,0.016787613,0.002210411,0.04632456,0,0.005461307,0.00023119338,0.0076518385,8.359963e-05,0.00051602744,0.0014848665,0.000891554,0.017706659,0.010436571,0.0007562096,6.276616e-05,0.0010893972,0.0053567723,0.018615192,0.007760147,0.0006722717,0.00035509767,0.00015242603,0.0002110208,0.15800147,0.0033424334,0.0023594443,0.0006524372,0.17201886,0.002089159,8.267483e-05,0.0017612819,0,3.7183254e-05,6.6019755e-05,0.0013758694,0.0011024685,0.00017617339,0.0036138506,0.027731363,0,0.01386656,0.0004021204,0.021497,0.008704434,0.40720338,0.029859027,0.00048008544,0.0018480583,0.015229675,0.0003817494,0.014119732,0.00012923863,0.0011843469,0.021336423,0.0002562419,0.0008797468,0.09125182,0,3.028679e-05,6.125957e-05,6.246378e-05,0.00013315682,6.9852205e-05,0.043713495,0.17886372,0.0005941914,0.00070251746,0,0.0003303696,0.0016329655,8.813955e-05,0,0.0031986616,7.001912e-05,3.1890067e-05,0.0007682008,0.001043405,0.0017553939,0.20259242,0,0.0005589563,0,0,0.00035771215,0.0687073,0.12842117,0.6747648,0.018531987,0.0908867,0.0068873414,0.0016757351,0.0014877646,0.028210318,0.05409617,0.0012548909,0,0.0011539492,0.03710323,0.060834564,0.31882772,0.0005036521,0.0005662416,0.964135,0.037453827,0.3078835,0.00011647478,0.52679914,0.6676781,0.0018649532,0.02807513,0.23425062,0.0009878731,0.0048978347,0.9983699,0.9654393,0.005442023,0.003090433
"EHI01821",0.0004668091,0.034664333,0.0002621629,0.013416199,0.0055304766,0.00021618821,0.0024568583,0.024250548,0.0007838831,0.049913395,2.80836e-05,0,0.08901952,0.0463413,0.032848556,0.2007622,0.00050499855,4.689854e-05,0.0031684265,0.9998178,0.0020348108,0.00010196063,0.407013,0.060905293,0.10262103,0.040057786,0.115871884,0.061515126,0.122121796,0.01696765,0.4237826,0.043003246,0.049225204,0.0060454165,0,0.07695411,0.10243333,0.0007648634,0.014327993,0.50472474,0.27099904,0.074740164,0.06486977,0.08499183,0.0005786887,0.038765356,0.008573679,0.0034774777,0.56834745,0.13531986,0.38660997,0.12388774,0.11456148,0.037643947,0.030540379,0.016784396,0.038141638,0,0.0007283631,0.00031949612,0.00017992707,0.00015031893,0,0.0027300413,3.527398e-05,0.046511028,0.0008022922,0.0018780736,0.019123826,0.21749541,0.00030035526,0.019038165,0.00014915495,0.0004936455,0.35632586,0.001893544,0,0.00029697453,0,4.631568e-05,0.00030190535,0.041792035,0.046074975,0.05826561,0.00073526264,0.009784848,0.00288021,0.0001717974,0.009210499,0.06657261,0.004346553,0.0024231693,0.00081513444,0.03356471,0.0009904427,0.05310151,0.017768817,0.007050519,0,0.0012088682,8.380237e-05,9.247947e-05,0.00027778765,0.00013174789,0.00022634992,7.496013e-05,0,0.0535642,0.004299411,0.0011289079,0.002224043,0.06079932,0.040353253,0.020777328,0.0042166035,0.112064496,0.0075903544,0.041594878,0,0.00018194746,0.0030120069,0.04273901,0.003214511,0.0013153376,0.0051151793,0.0006360304,0.1525312,0.048901618,0.008385097,0.05581963,0.00021385093,0.2789894,0.00022682444,0.02791089,0.04310771,0.018662306,0.0013756871,0.006150658,0.056265075,0.011983747,8.577866e-05,0.044483904,0,0.00023805366,0.00011747177,0.0015018616,0.0020860075,7.7005425e-05,0.00071956613,0.0018126535,0,0.096726924,0.0010490323,0,0.00012293263,0.08889404,0.002963394,0.00014156367,0.07237266,0.9233142,0.00013715024,0.0044223983,0.00010164079,0.00025442257,0.43911034,0,0.00050681067,0.61655605,0,0,0,7.561405e-05,0.00013418506,9.423016e-05,0.044804357,0,0.0003339473,0.00041656627,0,0.000373242,0.0015961104,0,0.0005913158,0.0016343818,0,0,0.038202927,0,0.00047405943,0.06525238,0.00085156993,0.03728664,0.9715603,0.925036,0.9955782,0.9058302,0.30076304,0.96985406,0.022499442,0.024355017,0.99028844,0.9946901,0.9929577,0.35534325,0.45416784,0.16339958,0.99386525,0.06169856,0.78324556,0.7275005,0.11693508,0.13178241,0.048744477,0.22576654,0.016694156,0.44906205,4.9493534e-05,0.70772475,0.006791317,0.0020978283,0.0013057467,0.054898567,0.08150703,0.0037219895,0.028061407,0.0016506684,0.004168342,0.0010567164
"EHI01659",0.0002749404,0.8485608,0.57359785,0.78601444,0.34119877,0.00013535263,0.029091671,0.7719371,0.009169264,0.0949494,0.025468837,0.04095655,0.009198561,0.009309044,0.0039200447,0.017162012,0.043620743,0.00025794198,0.43458268,0.0022717821,0.00011417442,0.020480977,0.0015144654,0.0043563065,0.18678142,0.045814645,0.0020804142,0.013244086,0.003220216,0.21419807,0.0012768072,0.13433234,0.011799297,0.55809355,0,0.14735268,0.0021229615,0.10515471,0.5608407,0.0035822368,0.005108028,0.91060007,0.008260911,0.40198994,0.896585,0.916116,0.8150713,0.77060896,0.8587234,0.30452898,0.23802042,0.0014530878,0.002985845,0.029358191,0.16477868,0.36304408,0.0010155016,0.008461121,0.0010501901,0.00068590854,0.0018956393,0.00017920905,0.49381748,0.0018549322,0.0012054296,0.29189092,0.0007512794,0.1639497,0.21782465,0.39829126,0.0028030076,0.21016549,0.0015577369,0.003363555,0.4190928,0.07830897,5.9762468e-05,0.26675317,0.0023123408,0.00034551497,0.011700194,0.28361383,0.17194705,0.10367195,0.00029666568,0.45551074,0.035189424,0.040745668,0.00020062597,0.5898855,0.0255718,0.0081847645,0.032339092,0.00021965825,0.28903186,0.121438645,0.008004403,0.023706792,0,0.00088029983,0.00015987828,0.00047505245,0.000591098,0,0,0.00013554966,0.00028510476,0.0089337025,0.0029992973,0.0021941992,0,0.008658553,0.013058703,0.13770263,0,0.26053864,0.14737284,0.099138714,0.0005628257,0.001251462,0.002282784,0.0036370226,0.02188042,0.014735963,0.20428057,0.0016591187,0.012465694,0.01157073,0.018861594,0.30131802,0,0.023103237,0.000108875734,0.0011901379,0.08650178,0.0046514682,0.0016404692,0.00016998364,0.11927554,0.0066944705,0.0007308116,0.1368629,0.0003168192,0.00025826195,0.021543827,0.020183882,0.0015229085,0.00016340177,0.004656821,0.036809232,0.0038611835,0.09359846,0.0006231055,0.012707369,0.010339069,0.35710245,0.14517856,0.00053926755,0.093936175,0.045539808,0.00033370315,0.03344089,0.00020193534,0.0026014214,9.811245e-05,0.00046853736,0.000364243,0,5.0047463e-05,0.00084045844,0.00017724435,0.00023012972,0.00013418506,5.9069655e-05,0.094284035,0.0008863695,0.11994513,0.005228294,0.0040564532,0.00029254102,0.0016547006,0.00027039423,0.00045028358,0.003516458,0,0,0.25561774,0,0.0059704003,0.12649195,0.0012187981,0.00022030358,0,0,0,0.00024392955,0.94301325,0.9685004,0.22862695,0.47676766,0.0016582564,0,0,0.0342445,0.07215809,0.007927059,0.00017580228,0.18730453,0.03310097,0.038073663,0.20004204,0.0021628463,0.00068091066,0.51618105,0.9770563,0.06977775,0.029202834,0.013636818,0.9973221,0.01160278,0.8259223,0.879866,0.46868658,0.1391227,0.000120383556,0.93495417,0.9986438,0.96218014
"EHI01104",8.0391925e-05,0.13869096,0.034358487,0.011840129,0.022325903,0,0.024580669,0.10453959,0.0017022347,0.109664425,0,0.00029714103,0.002662048,0.00014046275,0.00060505286,0.00036502216,0.00069785235,7.994069e-05,0.3171451,0.8751804,0,0.00013182053,0.00070979586,0.0002616781,0.12866272,0.0023059114,0.000354822,0.0016513844,0.0011853955,0.00036392212,0.0007898927,0.00050667126,0.0005647634,0.005279135,0,0.119216785,7.550648e-05,0.023705067,0.049618244,0.0027612918,0.0024073825,0.08522427,0.0008529689,0.00054356334,0.9325006,0.015439225,9.779862e-05,9.1400325e-05,0.1856753,0.18977681,0.74784136,0,0.0007152078,0.0018031737,0.032954168,0.0023066457,0.0014623454,4.4756558e-05,0.00027385907,0.0005959533,4.367162e-05,9.998691e-05,0.16831672,0.00014901595,0,0.00469232,0.0006153642,0.0002428469,0.0014787922,0.08273213,0.0002033174,0.0074550873,0.0010012026,0.0017052069,0.03257821,0.0062733064,0,0.01678123,0.00017550294,0,0,0.021174474,0.00092287123,0.083829395,5.1578125e-05,0.029384438,0.028187683,0,0,0.026624558,0.005619777,0,0,0.00013539782,0.08452857,0.08204592,0.0007404542,0.0036918293,5.1737625e-05,0.00070901605,0.00012065164,4.331933e-05,0,0,0,0,0.000119612916,0.004420874,0.00034636236,0.0010012889,0,0.0072845095,0.0008983452,0.021807194,0,0.003168635,0.0003491232,0.00454042,0,9.708961e-05,0.0014785255,0.00022916973,0.007801272,0.0048845774,0.00055655243,0.00013724866,0.0004285536,0.0024388556,0.009645413,0.0031424062,0.00047023574,0.00017694078,0,0,0.102196366,0.0020375615,0.0018718258,0.0003749639,0.07881655,0.0007949829,0,0.00057595666,0,8.325816e-05,6.168043e-05,0.00071451446,0.0008500928,0.00012020359,0.0010326242,0.012606859,0,0.005911775,0.000289299,0.010229649,0.005261651,0.21138409,0.023260938,0.00044647,0.0009540375,0.01007229,0,0.008333144,0.00010096767,0.000412204,0.010241625,0.0001291351,0.00032599314,0.04045795,0,0,0,3.123189e-05,0.00013367094,0.00010454391,0.022871016,0.08902269,0.00018980209,0.00062429596,0,0.0003086812,0.0015890228,0,0,0.0021357792,0,0,0.00042713687,0.00078399497,0.0004591735,0.09732436,0,9.734344e-05,0,0,0,0.03329855,0.059163466,0.42050207,0.008928922,0.049497165,0.0022665316,0.00037639146,0.00030795884,0.013135791,0.02276906,0.00043277515,0.00017213973,0.00040918216,0.017712304,0.030273838,0.16959701,0.00026254205,0.00014054564,0.9571993,0.027260503,0.15512952,7.655e-05,0.28778136,0.40396917,0.0020633524,0.01665537,0.1075599,0.0005210759,0.0015276865,0.9719166,0.94837874,0.0031451967,0.0023487548
"EHI01643",4.448353e-05,0.033805072,0.13229206,0.0003286167,0.001435229,0,0.0039533316,0.027253184,0.0023256233,0.002492728,0,0.00025739995,0,0,0,0,0,8.313832e-05,0.00048209055,0.05732678,0,0.00033537764,0.00014143209,3.38145e-05,0.0015349085,0,4.6764017e-05,0,9.878296e-05,0.00014328335,5.7454257e-05,6.700313e-05,0,0.0014329739,0,0.00028025647,0,0.00013602318,0.014982835,2.7064118e-05,0.00023067102,0.0007407038,0.00021462122,0.0002493354,0.00036105438,0.0004600084,0,0,0.005434919,0.0007833643,0.028486295,0,0.00016579086,0.00046157796,0.0011301468,0.0006013024,0.0008659763,0.00026640808,6.259636e-05,0.00012291296,0,0,5.5092267e-05,0,0,0.0023478416,0.00057790725,0,0.0014212402,0.0032096072,0,0.0002197193,0.00014356163,0.000111258174,0.004709188,0.002512901,0,0.023607304,0.00021346888,0,0,0,0,0.0004318815,0,0.010668563,0.0059260176,0,0,4.347643e-05,0,0,4.2949403e-05,0,0.0010475243,0.00018839401,6.0923445e-05,0,0,0.00065960723,4.69531e-05,0,4.1206353e-05,0,0,0,0,5.305049e-05,0.0001254936,0.00043529272,0,0.0003497564,0,0,0,0.010110946,0,6.477062e-05,0,0.00022934552,0.0006076856,5.4056647e-05,0,7.9040765e-05,0.0014671296,0.00012804296,0,0,0,6.4179854e-05,0,0,0,0,0.0023083503,0.00031315075,0.00014746527,0,0.00021153812,0,0,0.00019728903,0,0,0.00026004965,9.7110336e-05,0.0004000601,0,0.00015753024,0.00011806794,0,0.0070968354,3.467448e-05,2.8706085e-05,6.766319e-05,0.00016066332,0.0030363097,0,9.398826e-05,0.014808831,8.03683e-05,7.253566e-05,0,0,9.5583775e-05,8.1132006e-05,0.0003581578,0.0021115262,0,0,0,2.9588105e-05,0.0001326427,9.9387034e-05,0.0012749626,0,0,0.0003682313,0,0.00025925186,0.0005306193,0,0,0,0,0,0.00015493126,0,4.35127e-05,0.00027908327,0,0,0,0,0.0001945223,0.0015314156,0.004631309,0.045641575,0.00034513624,0.014904087,0.00020523711,0,0,0.003915432,0.010245528,0,0,0,0.0012853167,0.00542318,0.00028353767,0,0,0.24113071,0.007983667,0.0080100205,0.0002035834,0.01558581,0.0034774295,0.0029499696,0.21256849,0.0010246405,0.00052986393,0.0011558868,0.00021456598,0.06436896,0.0060953656,0.00044322142
"EHI01802",0,0.82313657,0.4109514,0.07600775,0.15876284,0.000105744235,0.82561225,0.7437638,0.01821893,0.120138444,0.00010755421,0.0009018169,0.00028239546,0,0,0,0.008198984,4.423385e-05,0.31845123,0.2379158,0,0.0003157138,5.9296064e-05,3.3045988e-05,0.007329835,0,4.6764017e-05,0.0013077339,0,0.00029755468,0.00018352295,0.0018486482,9.830139e-05,0.0007524496,0,0.005840421,0,0.04812586,0.4511559,0,0.0006731917,0.0001720429,0.00010981787,0.014951025,0.98959225,0.34233385,0.0016547526,0.0019255002,0.021361284,0.007442447,0.7785276,0,9.6040654e-05,0.0008967338,0.010193453,0.0031689256,0.00090061536,0.00014705726,0.0005684702,0.0004908763,0.00039624714,3.3855613e-05,0.5127205,0,0,0.041934922,0.00066245295,0.001491589,0.0005290226,0.008591098,0.0013298807,0.0004155313,0.0072312183,0.010468292,0.7540291,0.057501644,0,0.072929874,0.020376965,0,0,0.032505486,0.002571722,0.002576893,5.4870347e-05,0.3351692,0.011581296,0,0,0.0013138034,0,0.0006738047,0,0,0.26249045,0.002407111,0.00021349241,0.01095441,0,0.0009840582,0,0,0,0,0,5.825917e-05,0,0.0003978787,0.0002401111,0.00041909938,0,0.00041984644,0.0011041729,0.00014421102,0,0.0005022776,6.36312e-05,0.0014856759,0,0,0.0010515603,0,0.007713103,0.0044844113,0.0013197787,6.276616e-05,0,0.0008100485,0.0053814035,0.022767002,0,0,0,0,0.09916995,0.0014764804,0.0010388109,0.0003749639,0.004177297,0.00019641667,0,0.0035408607,0,0,0.000116851865,6.278686e-05,0.00098326,0.00026181847,0.009473175,0.011048674,0,0.0016896642,0.0002282305,0.034313623,0.010102249,0.0008836483,0.0033248027,7.1018556e-05,0.00038387976,0.04285736,0.00045076132,0.03146096,0,0.0019564899,0.001956686,0,0.0012883248,0.01626973,0,0,0,0,0.00013367094,7.829073e-05,0.015590814,0,0,0.0017360003,0,0.00030363738,0.0014416024,0,0,0.003471726,0,0,0.0061918707,0.0009929643,0.0017780091,0.0034845863,0,7.685009e-05,0,0,0.0003054914,0.023070827,0.0042578853,0.58574015,0.0022218816,0.42003497,0.0051145684,0,0.0010419977,0.00010352199,0,0,0,0.0035335934,0.0022302945,0.030651014,0.0055476567,0,0,0.060220767,0.0068062274,0.123439856,0.0002471377,0.032959387,0.9766651,0.16982198,0.66660357,0.006106464,0.020424316,0.03818361,0.0006274108,0.015297798,0.0013794459,0.02428726
"EHI01648",0.0023796011,0.26871005,0.012572167,0.29214075,0.028936492,2.1383836e-05,0.036165714,0.12579393,0.10114571,0.12424136,0,0.00055515236,0.017356025,0.09238813,0.13555047,0.0032173975,0.0015007944,0.00016094727,0.611495,0.84941214,0,0.0001525768,0.0006166791,0.0032392752,0.5309173,0.2912622,0.0032886795,0.10151147,0.002662798,0.055509113,0.00090562785,0.33254483,0.08785702,0.0705523,0,0.49973792,0.0007857942,0.04775886,0.065322325,0.0017903666,0.002614855,0.5198841,0.20135081,0.73063225,0.98567575,0.5865497,0.0402011,0.34664488,0.9773918,0.6491437,0.67844856,0.00080940593,0.0017963359,0.055095475,0.6611066,0.13938996,0.0013503457,0,0.0007239405,0.0006847453,0.00011674879,0.000170858,0.58628666,0.0016029283,0.000121812816,0.39571688,0.00071774656,0.00041624738,0.03175761,0.641767,0.0037502819,0.25789636,0.02383869,0.0011754778,0.41269118,0.006168772,5.3632983e-05,0.005182484,0.115866326,0,0,0.3606534,0.2887052,0.4708612,0.0006123531,0.049804285,0.019907817,0.010453847,0.0004479385,0.79771507,0.2735359,0.008029118,0.0010719267,0.00014992547,0.28400096,0.4522152,0.014345128,0.029036324,0.00022902522,0.0011866343,0.00039702115,0.00065222365,0.00011154133,0,0,6.136633e-05,0.0002908396,0.002158271,0.001281708,0.0017847387,0,0.00032754964,0.07849885,0.53821445,4.4984e-05,0.014761684,0.045732595,0.15672141,0.0005887298,0.0016826317,0.0026833282,0.13779268,0.001504171,0.0021613927,0.0034857085,0.00040421405,0.0024363569,0.04263335,0.0043698093,0.48612633,0.0006261933,0.18055682,0.00058067054,0.00064951816,0.10568373,0.0104954075,0.0012223233,0.00021372942,0.43733475,0.04459823,0.000101297825,0.25648847,0.00015980528,9.7403965e-05,0.00015435605,0.00015068846,0.0010915805,0,0.0008390488,0.0029178315,0,0.03552681,0.07401189,0.0024391601,0.010596324,0.9438433,0.03868739,7.954078e-05,0.05492878,0.004286552,0.0003625309,0.031136664,0.00012452679,0.003231561,0.19706239,0.00025691802,0.0003590271,0.00047751828,2.2371447e-05,0.0003020266,0.00076166063,5.1870506e-05,0.0002113029,0,0.010804895,0.00019704232,0.3201772,0.0028399562,1.8977298e-05,0.000250173,0.0017284108,3.6351343e-05,0.0002662054,0.0033215072,0,0.0001279589,0.39420536,0.0011414045,0.001399563,0.4895906,0,0.002758918,0,0,0,0.0002078453,0.9841005,0.39101383,0.39830175,0.071914874,0.0017891322,0.00010239001,0.00042186142,0.29847172,0.07360119,0.0050394493,0,0.4422477,0.038314603,0.28488952,0.58681506,0.0018324363,0.00038713476,0.95373446,0.21580674,0.9077544,2.7056465e-05,0.012289871,0.9924026,0.85031,0.0070380312,0.91083455,0.79585713,0.022597672,0.047554336,0.07463821,6.90098e-05,0.0015037642
"EHI01110",0.00014095384,0.650342,0.40151238,0.5226063,0.17692961,3.8067927e-05,0.019820182,0.55399024,0.0069657154,0.041886475,0.013099704,0.027937371,0.0068433834,0.0047707427,0.0017360364,0.008860316,0.022304578,0.00012364161,0.2318606,0.0021722412,9.38458e-05,0.008137187,0.000580223,0.0016476883,0.101029366,0.02080534,0.0007055521,0.0069398773,0.0015631589,0.11428517,0.0007522787,0.07061555,0.005116681,0.46807346,0,0.08466578,0.0015232995,0.053552542,0.36317754,0.0012644958,0.0019867471,0.6718531,0.0038090253,0.22720219,0.67417,0.71514446,0.5708388,0.50174636,0.6263273,0.17057903,0.11923505,0.0003248432,0.001389102,0.018031737,0.087930135,0.21691148,0.0010397489,0.005568994,0.00053342985,0.00056532206,0.00097620627,8.328481e-05,0.28210256,0.0017295056,0.0006582125,0.16779014,0.0007923037,0.078196704,0.10797719,0.25148353,0.002277155,0.12187932,0.0011112044,0.0016839075,0.22524887,0.044306796,0,0.15265979,0.0013939948,8.0898055e-05,0.004777185,0.1853067,0.092259124,0.05105679,0.00017668252,0.27132538,0.025221387,0.018060626,9.5265794e-05,0.36998984,0.018478699,0.004992008,0.014447727,5.5786222e-05,0.2847893,0.060904436,0.0019380945,0.01710979,0,0.0008844172,0.00015571788,0.00042199844,0.00030904764,0,0,9.049591e-05,0.00011797438,0.0054040765,0.0023743392,0.001435425,0,0.0047126897,0.00783178,0.06699696,0,0.12388451,0.07276058,0.0490014,0.00014953737,0.00025839594,0.0015746983,0.0015851541,0.009942511,0.0068808,0.09490096,0.00050715054,0.005555603,0.006365106,0.009090428,0.16629884,0,0.010420049,0.00030031556,0.00027151988,0.041509397,0.0036666854,0.0013075254,0,0.06342134,0.0033724667,0.00048278712,0.06846804,0.00023517196,8.810815e-05,0.010082115,0.007490472,0.00088750245,0.00010029488,0.0018329578,0.01898315,0.002364031,0.046806403,0.00020080144,0.006760497,0.004601432,0.1816771,0.09840703,0.00056152005,0.044412285,0.021656588,0.000293519,0.014834356,8.212037e-05,0.0022720527,0.00017346685,0.00011155651,0.00035728846,0,1.7528144e-05,0.00033021014,0.00022584361,5.69845e-05,0.00025808773,0,0.07494114,0.00025095616,0.054021847,0.0032458224,0.0016869701,0.00017350708,0.0015464977,4.880043e-05,0.00017614868,0.0025156662,7.001912e-05,5.580762e-05,0.13780811,0,0.0024779337,0.06325304,0.00078506937,0.000115275136,0,0,0,0.00020928866,0.8066278,0.9616019,0.13573693,0.28844234,0.000758485,0,9.421572e-05,0.015854392,0.03339913,0.0044161906,0,0.10092496,0.015337798,0.03149347,0.10507214,0.0010971995,0.00036633195,0.31000704,0.91019285,0.030865338,0.0138539,0.00544085,0.9950831,0.010660871,0.6178618,0.6365556,0.27380887,0.075262085,0.00017349394,0.868888,0.97968864,0.83357066
